from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
,,,,,,,,,,,,,,,,,,,,
PUNE,Pune Solapur Passenger,CR,0,0,0,0,0,1,,PUNE JN,51455,07:20:00,22:50:00,51456,SUR,SOLAPUR JN,30,8,Pass,264
,,,,,,,,,,,,,,,,,,,,
SUR,Sholapur Pune Passenger,CR,0,0,0,0,0,0,,SOLAPUR JN,51456,19:05:00,12:10:00,51455,PUNE,PUNE JN,55,6,Pass,263
,,,,,,,,,,,,,,,,,,,,
DWR,Dharwad hubli Passenger,CR,0,0,0,0,0,0,,DHARWAR,51458,21:45:00,21:00:00,,UBL,HUBLI JN,45,0,Pass,21
,,,,,,,,,,,,,,,,,,,,
MRJ,Miraj Belgaum Passenger,CR,0,0,0,0,0,0,,MIRAJ JN,51461,13:15:00,09:50:00,51462,BGM,BELGAUM,25,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
BGM,Belgaum Miraj Passenger,CR,0,0,0,0,0,0,,BELGAUM,51462,08:55:00,06:00:00,51463,MRJ,MIRAJ JN,55,2,Pass,137
,,,,,,,,,,,,,,,,,,,,
MRJ,Miraj Belgaum Passenger,CR,0,0,0,0,0,0,,MIRAJ JN,51463,22:30:00,19:00:00,51462,BGM,BELGAUM,30,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
BGM,Belgaum Miraj Passenger,CR,0,0,0,0,0,0,,BELGAUM,51464,18:00:00,14:30:00,51463,MRJ,MIRAJ JN,30,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Katni Passenger,CR,0,0,0,0,0,0,,BINA JN,51601,13:45:00,05:55:00,51602,KTE,KATNI,50,7,Pass,263
,,,,,,,,,,,,,,,,,,,,
KTE,Katni Bina Passenger,CR,0,0,0,0,0,0,,KATNI,51602,06:40:00,22:15:00,51601,BINA,BINA JN,25,8,Pass,263
,,,,,,,,,,,,,,,,,,,,
KTE,Katni Chirmiri Passenger,CR,0,0,0,0,0,0,,KATNI,51605,00:31:00,16:30:00,51606,CHRM,Chirmiri,1,8,Pass,254
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Guna Passenger,CR,0,0,0,0,0,0,,BINA JN,51607,10:05:00,07:00:00,51608,GUNA,GUNA,5,3,Pass,118
,,,,,,,,,,,,,,,,,,,,
GUNA,Guna Bina Passenger,WCR,0,0,0,0,0,0,,GUNA,51608,14:10:00,10:45:00,51607,BINA,BINA JN,25,3,Pass,118
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Guna Passenger,WCR,0,0,0,0,0,0,,BINA JN,51609,18:10:00,15:10:00,51608,GUNA,GUNA,0,3,Pass,118
,,,,,,,,,,,,,,,,,,,,
GUNA,Guna Bina Passenger,CR,0,0,0,0,0,0,,GUNA,51610,21:45:00,18:45:00,51609,BINA,BINA JN,0,3,Pass,118
,,,,,,,,,,,,,,,,,,,,
KOTA,KOTA - BINA Passenger,WCR,0,0,0,0,0,0,,KOTA JN,51611,17:20:00,08:05:00,51612,BINA,BINA JN,15,9,Pass,303
,,,,,,,,,,,,,,,,,,,,
BINA,BINA - KOTA Passenger,CR,0,0,0,0,0,0,,BINA JN,51612,19:20:00,10:45:00,51611,KOTA,KOTA JN,35,8,Pass,303
,,,,,,,,,,,,,,,,,,,,
KMZ,KATNI - KOTA Passenger,WCR,0,0,0,0,0,0,,KATNI MURWARA,51614,06:50:00,17:20:00,51613,KOTA,KOTA JN,30,13,Pass,455
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Bhopal Passenger,WCR,0,0,0,0,0,0,,BINA JN,51632,21:05:00,17:00:00,51631,BPL,BHOPAL JN,5,4,Pass,138
,,,,,,,,,,,,,,,,,,,,
STA,SATNA - ITARSI Passenger,CR,0,0,0,0,0,0,,SATNA,51674,23:15:00,13:30:00,51673,ET,ITARSI JN,45,9,Pass,434
,,,,,,,,,,,,,,,,,,,,
KTE,Katni Chopan Fast Passenger,CR,0,0,0,0,0,0,,KATNI,51675,06:05:00,20:45:00,51676,CPU,CHOPAN,20,9,Pass,326
,,,,,,,,,,,,,,,,,,,,
CPU,Chopan Katni Passenger,CR,0,0,0,0,0,0,,CHOPAN,51676,08:25:00,23:38:00,51675,KTE,KATNI,47,8,Pass,326
,,,,,,,,,,,,,,,,,,,,
CPU,Chopan Shaktinagar Passenger,CR,0,0,0,0,0,0,,CHOPAN,51677,12:40:00,10:20:00,51678,SKTN,Shakti Nagar,20,2,Pass,83
,,,,,,,,,,,,,,,,,,,,
SKTN,Shaktinagar Chopan Passenger,CR,0,0,0,0,0,0,,Shakti Nagar,51678,15:50:00,13:10:00,51677,CPU,CHOPAN,40,2,Pass,83
,,,,,,,,,,,,,,,,,,,,
KNW,Khandwa Bir Shuttle,CR,0,0,0,0,0,0,,KHANDWA,51683,09:50:00,08:55:00,51684,BIR,Bir,55,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
BIR,Bir Khandwa Shuttle,CR,0,0,0,0,0,0,,Bir,51684,07:30:00,06:40:00,51685,KNW,KHANDWA,50,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
KNW,Khandwa Bir Shuttle,CR,0,0,0,0,0,0,,KHANDWA,51685,14:00:00,13:10:00,51684,BIR,Bir,50,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
BIR,Bir Khandwa Shuttle,CR,0,0,0,0,0,0,,Bir,51686,10:50:00,10:05:00,51685,KNW,KHANDWA,45,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
KNW,Khandwa Bir Shuttle,CR,0,0,0,0,0,0,,KHANDWA,51687,19:00:00,18:10:00,51686,BIR,Bir,50,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
BIR,Bir Khandwa Shuttle,CR,0,0,0,0,0,0,,Bir,51688,16:10:00,15:15:00,51687,KNW,KHANDWA,55,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
KNW,Khandwa Bir Shuttle,CR,0,0,0,0,0,0,,KHANDWA,51689,21:20:00,20:35:00,51688,BIR,Bir,45,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
JBP,JABALPUR - REWA Passenger,WCR,0,0,0,0,0,0,,JABALPUR,51701,13:10:00,07:30:00,51702,REWA,REWA,40,5,Pass,238
,,,,,,,,,,,,,,,,,,,,
BGP,Bhagalpur Banka Passenger,ER,0,0,0,0,0,0,,BHAGALPUR,53450,09:00:00,05:35:00,53449,BAKA,Banka,25,3,Pass,53
,,,,,,,,,,,,,,,,,,,,
PUNE,Pune Satara Passenger,CR,0,0,0,0,0,0,,PUNE JN,51435,21:40:00,17:05:00,51436,STR,SATARA,35,4,Pass,137
,,,,,,,,,,,,,,,,,,,,
STR,Satara Pune Passenger,CR,0,0,0,0,0,0,,SATARA,51436,08:55:00,04:15:00,51435,PUNE,PUNE JN,40,4,Pass,137
,,,,,,,,,,,,,,,,,,,,
PUNE,Pune-Daund- Baramati Passenger,CR,0,0,0,0,0,0,,PUNE JN,51451,10:20:00,07:10:00,51452,BRMT,Baramati,10,3,Pass,120
,,,,,,,,,,,,,,,,,,,,
BRMT,Baramati-Daund-Pune Passenger,CR,0,0,0,0,0,0,,Baramati,51452,13:55:00,10:40:00,51451,PUNE,PUNE JN,15,3,Pass,120
,,,,,,,,,,,,,,,,,,,,
SGO,Sagar Katni Passenger,CR,0,0,0,0,0,0,,SAUGOR,51603,21:30:00,16:50:00,,KTE,KATNI,40,4,Pass,188
,,,,,,,,,,,,,,,,,,,,
BIR,Bir Khandwa Shuttle,CR,0,0,0,0,0,0,,Bir,51690,20:00:00,19:15:00,51689,KNW,KHANDWA,45,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
REWA,Rewa Bilaspur Fast Passenger,WCR,0,0,0,0,0,1,,REWA,51751,10:15:00,21:00:00,51752,BSP,BILASPUR JN,15,13,Pass,466
,,,,,,,,,,,,,,,,,,,,
BSP,Bilaspur Rewa Fast Passenger,WCR,0,0,0,0,0,1,,BILASPUR JN,51752,06:30:00,17:35:00,51751,REWA,REWA,55,12,Pass,466
,,,,,,,,,,,,,,,,,,,,
REWA,Rewa Chirmiri Fast Passenger,WCR,0,0,0,0,0,1,,REWA,51753,09:25:00,21:00:00,51754,CHRM,Chirmiri,25,12,Pass,401
,,,,,,,,,,,,,,,,,,,,
CHRM,Chirmiri Rewa Fast Passenger,SECR,0,0,0,0,0,1,,Chirmiri,51754,06:30:00,14:45:00,51753,REWA,REWA,45,15,Pass,401
,,,,,,,,,,,,,,,,,,,,
CHRM,Chirmiri Manendragarh Passenger,?,0,0,0,0,0,0,,Chirmiri,51755,11:45:00,10:45:00,51756,MDGR,Manendragarh,0,1,Pass,22
,,,,,,,,,,,,,,,,,,,,
MDGR,Manendragarh Chirmiri Passenger,?,0,0,0,0,0,0,,Manendragarh,51756,14:15:00,13:15:00,51755,CHRM,Chirmiri,0,1,Pass,22
,,,,,,,,,,,,,,,,,,,,
STA,Satna Manikpur Passenger,WCR,0,0,0,0,0,0,,SATNA,51763,08:05:00,06:00:00,51764,MKP,MANIKPUR JN,5,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
MKP,Manikpur Satna Passenger,WCR,0,0,0,0,0,0,,MANIKPUR JN,51764,10:20:00,08:25:00,51765,STA,SATNA,55,1,Pass,77
,,,,,,,,,,,,,,,,,,,,
STA,Satna Manikpur Passenger,WCR,0,0,0,0,0,0,,SATNA,51765,19:15:00,16:55:00,51764,MKP,MANIKPUR JN,20,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
MKP,Manikpur Satna Passenger,WCR,0,0,0,0,0,0,,MANIKPUR JN,51766,21:45:00,19:40:00,51765,STA,SATNA,5,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
KTE,Katni Satna Passenger,WCR,0,0,0,0,0,0,,KATNI,51767,16:00:00,14:10:00,51768,STA,SATNA,50,1,Pass,99
,,,,,,,,,,,,,,,,,,,,
STA,Satna Katni Passenger,WCR,0,0,0,0,0,0,,SATNA,51768,13:40:00,11:20:00,51767,KTE,KATNI,20,2,Pass,99
,,,,,,,,,,,,,,,,,,,,
GWL,Gwalior Bhind Passenger,NCR,0,0,0,0,0,0,,GWALIOR JN,51777,08:40:00,06:15:00,51778,BIX,BHIND,25,2,Pass,79
,,,,,,,,,,,,,,,,,,,,
BIX,Bhind Gwalior Passenger,NCR,0,0,0,0,0,0,,BHIND,51778,11:35:00,09:05:00,51779,GWL,GWALIOR JN,30,2,Pass,79
,,,,,,,,,,,,,,,,,,,,
GWL,Gwalior Bhind Passenger,NCR,0,0,0,0,0,0,,GWALIOR JN,51779,16:40:00,14:15:00,51780,BIX,BHIND,25,2,Pass,79
,,,,,,,,,,,,,,,,,,,,
BIX,Bhind Gwalior Passenger,NCR,0,0,0,0,0,0,,BHIND,51780,18:00:00,15:25:00,51779,GWL,GWALIOR JN,35,2,Pass,79
,,,,,,,,,,,,,,,,,,,,
MBA,Mahoba Kanpur Pass,NCR,0,0,0,0,0,0,,MAHOBA,51801,10:40:00,05:35:00,51802,CNB,KANPUR CENTRAL,5,5,Pass,199
,,,,,,,,,,,,,,,,,,,,
CNB,Kanpur Mahoba Passenger,NCR,0,0,0,0,0,0,,KANPUR CENTRAL,51802,21:45:00,16:40:00,51801,MBA,MAHOBA,5,5,Pass,191
,,,,,,,,,,,,,,,,,,,,
MBA,Mahoba Banda Passenger,NCR,0,0,0,0,0,0,,MAHOBA,51803,23:15:00,22:10:00,51804,BNDA,BANDA JN,5,1,Pass,53
,,,,,,,,,,,,,,,,,,,,
BNDA,Banda Mahoba Passenger,NCR,0,0,0,0,0,0,,BANDA JN,51804,05:05:00,04:00:00,51803,MBA,MAHOBA,5,1,Pass,53
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Banda Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51805,21:40:00,17:25:00,51806,BNDA,BANDA JN,15,4,Pass,191
,,,,,,,,,,,,,,,,,,,,
BNDA,Banda Jhansi Passenger,NCR,0,0,0,0,0,0,,BANDA JN,51806,10:05:00,05:25:00,51805,JHS,JHANSI JN,40,4,Pass,191
,,,,,,,,,,,,,,,,,,,,
BNDA,Banda Manikpur Passenger,NCR,0,0,0,0,0,0,,BANDA JN,51807,00:30:00,22:00:00,51808,MKP,MANIKPUR JN,30,2,Pass,99
,,,,,,,,,,,,,,,,,,,,
MKP,Manikpur Banda Passenger,NCR,0,0,0,0,0,0,,MANIKPUR JN,51808,03:50:00,01:00:00,51807,BNDA,BANDA JN,50,2,Pass,99
,,,,,,,,,,,,,,,,,,,,
CNB,Kanpur Tundla Passenger,NCR,0,0,0,0,0,0,,KANPUR CENTRAL,51809,20:10:00,14:05:00,51810,TDL,TUNDLA JN,5,6,Pass,232
,,,,,,,,,,,,,,,,,,,,
TDL,Tundla Kanpur Passenger,NCR,0,0,0,0,0,0,,TUNDLA JN,51810,14:00:00,06:50:00,51809,CNB,KANPUR CENTRAL,10,7,Pass,232
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Jhansi Passenger,NCR,0,0,0,0,0,0,,BINA JN,51811,18:55:00,15:00:00,51812,JHS,JHANSI JN,55,3,Pass,153
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Bina Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51812,11:35:00,07:35:00,51811,BINA,BINA JN,0,4,Pass,153
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Lucknow Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51813,11:20:00,02:50:00,51814,LKO,LUCKNOW,30,8,Pass,294
,,,,,,,,,,,,,,,,,,,,
LKO,Lucknow-Jhansi Passenger,NCR,0,0,0,0,0,0,,LUCKNOW,51814,00:25:00,16:40:00,51813,JHS,JHANSI JN,45,7,Pass,294
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Agra Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51815,12:30:00,07:25:00,51816,AGC,AGRA CANTT,5,5,Pass,216
,,,,,,,,,,,,,,,,,,,,
BKI,BANDIKUI AGRA PASS,NCR,0,0,0,0,0,0,,BANDIKUI JN,51818,09:55:00,06:10:00,51817,AF,AGRA FORT,45,3,Pass,150
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Allahabad Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51819,18:45:00,07:10:00,51820,ALD,ALLAHABAD JN,35,11,Pass,390
,,,,,,,,,,,,,,,,,,,,
JHS,JHANSI - KHUJURAHO Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51821,11:55:00,07:10:00,51822,KURJ,KHAJURAHO,45,4,Pass,201
,,,,,,,,,,,,,,,,,,,,
KURJ,KHUJURAHO - JHANSI Passenger,NCR,0,0,0,0,0,0,,KHAJURAHO,51822,18:10:00,12:30:00,51821,JHS,JHANSI JN,40,5,Pass,201
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Itarsi Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51828,11:20:00,18:10:00,51827,ET,ITARSI JN,10,17,Pass,383
,,,,,,,,,,,,,,,,,,,,
NGP,Nagpur Itarsi Passenger,CR,0,0,0,0,0,0,,NAGPUR,51829,17:45:00,08:00:00,51830,ET,ITARSI JN,45,9,Pass,320
,,,,,,,,,,,,,,,,,,,,
ET,Itarsi Nagpur Passenger,CR,0,0,0,0,0,0,,ITARSI JN,51830,20:35:00,12:00:00,51829,NGP,NAGPUR,35,8,Pass,298
,,,,,,,,,,,,,,,,,,,,
JHS,Jhansi Agra Passenger,NCR,0,0,0,0,0,0,,JHANSI JN,51831,23:35:00,18:20:00,51832,AGC,AGRA CANTT,15,5,Pass,216
,,,,,,,,,,,,,,,,,,,,
AGC,Agra Jhansi Passenger,NCR,0,0,0,0,0,0,,AGRA CANTT,51832,11:25:00,06:20:00,51831,JHS,JHANSI JN,5,5,Pass,216
,,,,,,,,,,,,,,,,,,,,
AIT,Ait Konch Passenger,NCR,0,0,0,0,0,0,,AIT,51861,06:15:00,05:40:00,51862,KNH,Konch,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
RMR,RAMNAGAR - MORADABAD Fast Passenger,NER,0,0,0,0,0,0,,RAMNAGAR,55306,09:25:00,07:00:00,55305,MB,MORADABAD,25,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
ALD,Farukhabad Allahabad kanpur Passenger,NCR,0,0,0,0,0,0,,ALLAHABAD JN,51823,17:00:00,07:00:00,51824,FBD,FARRUKHABAD,0,10,Pass,334
,,,,,,,,,,,,,,,,,,,,
FBD,Farrukhabad Allahabad Passenger,NCR,0,0,0,0,0,0,,FARRUKHABAD,51824,20:05:00,10:00:00,51823,ALD,ALLAHABAD JN,5,10,Pass,334
,,,,,,,,,,,,,,,,,,,,
CNB,Kanpur Farrukhabaad Passenger,NCR,0,0,0,0,0,0,,KANPUR CENTRAL,51825,09:20:00,05:20:00,51826,FBD,FARRUKHABAD,0,4,Pass,140
,,,,,,,,,,,,,,,,,,,,
FBD,Farrukhabad Kanpur Passenger,NCR,0,0,0,0,0,0,,FARRUKHABAD,51826,00:30:00,20:40:00,51825,CNB,KANPUR CENTRAL,50,3,Pass,140
,,,,,,,,,,,,,,,,,,,,
AIT,Ait Konch Passenger,NCR,0,0,0,0,0,0,,AIT,51863,11:05:00,10:30:00,51862,KNH,Konch,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
KNH,Konch Ait Passenger,NCR,0,0,0,0,0,0,,Konch,51864,14:50:00,14:15:00,51863,AIT,AIT,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
AIT,Ait Konch Passenger,NCR,0,0,0,0,0,0,,AIT,51865,17:40:00,17:05:00,51864,KNH,Konch,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
KNH,Konch Ait Passenger,NCR,0,0,0,0,0,0,,Konch,51866,18:35:00,18:00:00,51865,AIT,AIT,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
AIT,Ait Konch Passenger,?,0,0,0,0,0,0,,AIT,51867,19:40:00,19:05:00,51866,KNH,Konch,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
KNH,Konch Ait Passenger,NCR,0,0,0,0,0,0,,Konch,51868,20:35:00,20:00:00,51867,AIT,AIT,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
AIT,Ait Konch Passenger,NCR,0,0,0,0,0,0,,AIT,51869,22:30:00,21:55:00,51868,KNH,Konch,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
KNH,Konch Ait Passenger,NCR,0,0,0,0,0,0,,Konch,51870,04:40:00,04:05:00,51869,AIT,AIT,35,0,Pass,13
,,,,,,,,,,,,,,,,,,,,
AGC,Agra Delhi Passenger,NCR,0,0,0,0,0,0,,AGRA CANTT,51901,15:45:00,08:02:00,51902,DLI,OLD DELHI,43,7,Pass,197
,,,,,,,,,,,,,,,,,,,,
DLI,Delhi Agra Passenger,NCR,0,0,0,0,0,0,,OLD DELHI,51902,13:25:00,06:45:00,51901,AGC,AGRA CANTT,40,6,Pass,197
,,,,,,,,,,,,,,,,,,,,
DLI,Delhi Rohtak Passenger,NR,0,0,0,0,0,0,,OLD DELHI,51903,11:15:00,09:00:00,51904,ROK,ROHTAK JN,15,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
ROK,Rohtak Delhi Passenger,NR,0,0,0,0,0,0,,ROHTAK JN,51904,18:10:00,15:30:00,51903,DLI,OLD DELHI,40,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
DLI,Delhi Shamli Passenger,NR,0,0,0,0,0,0,,OLD DELHI,51905,22:55:00,19:30:00,51906,SMQL,SHAMLI,25,3,Pass,94
,,,,,,,,,,,,,,,,,,,,
SMQL,Shamli Delhi Passenger,NR,0,0,0,0,0,0,,SHAMLI,51906,04:40:00,02:00:00,51905,DLI,OLD DELHI,40,2,Pass,94
,,,,,,,,,,,,,,,,,,,,
SMQL,Shamli Saharanpur Passenger,NR,0,0,0,0,0,0,,SHAMLI,51907,20:45:00,18:45:00,51908,SRE,SAHARANPUR,0,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
SRE,Saharanpur Shamli Passenger,NR,0,0,0,0,0,0,,SAHARANPUR,51908,18:20:00,16:05:00,51907,SMQL,SHAMLI,15,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
SRE,Saharanpur Delhi Passenger,NR,0,0,0,0,0,0,,SAHARANPUR,51910,12:20:00,06:55:00,51909,DLI,OLD DELHI,25,5,Pass,164
,,,,,,,,,,,,,,,,,,,,
DLI,Delhi Shamli Saharanpur Passenger,NR,0,0,0,0,0,0,,OLD DELHI,51911,17:45:00,12:45:00,51910,SRE,SAHARANPUR,0,5,Pass,164
,,,,,,,,,,,,,,,,,,,,
SRE,Saharanpur Delhi Passenger,NR,0,0,0,0,0,0,,SAHARANPUR,51912,23:20:00,18:05:00,51911,DLI,OLD DELHI,15,5,Pass,164
,,,,,,,,,,,,,,,,,,,,
DLI,DELHI - SAHARANPUR Passenger,NR,0,0,0,0,0,0,,OLD DELHI,51913,23:00:00,18:05:00,51914,SRE,SAHARANPUR,55,4,Pass,164
,,,,,,,,,,,,,,,,,,,,
SRE,SAHARANPUR - DELHI Passenger,NR,0,0,0,0,0,0,,SAHARANPUR,51914,08:00:00,03:15:00,51913,DLI,OLD DELHI,45,4,Pass,164
,,,,,,,,,,,,,,,,,,,,
DLI,Delhi - Farukh Nagar Passenger,NR,0,0,0,0,0,0,,OLD DELHI,51915,01:20:00,23:35:00,51916,FN,Farukhnagar,45,1,Pass,52
,,,,,,,,,,,,,,,,,,,,
FN,Farukh Nagar - Delhi Passenger,NR,0,0,0,0,0,0,,Farukhnagar,51916,06:05:00,04:20:00,51915,DLI,OLD DELHI,45,1,Pass,52
,,,,,,,,,,,,,,,,,,,,
MTJ,Mathura Alwar Passenger,NCR,0,0,0,0,0,0,,MATHURA JN,51971,12:50:00,09:55:00,51972,AWR,ALWAR,55,2,Pass,122
,,,,,,,,,,,,,,,,,,,,
AWR,Alwar Mathura Passenger,NCR,0,0,0,0,0,0,,ALWAR,51972,16:40:00,13:40:00,51971,MTJ,MATHURA JN,0,3,Pass,122
,,,,,,,,,,,,,,,,,,,,
MTJ,Mathura Alwar Bandikui Passenger,NCR,0,0,0,0,0,0,,MATHURA JN,51973,11:45:00,07:10:00,51974,BKI,BANDIKUI JN,35,4,Pass,183
,,,,,,,,,,,,,,,,,,,,
BKI,Bandikui Mathura Passenger,NCR,0,0,0,0,0,0,,BANDIKUI JN,51974,20:05:00,15:45:00,51973,MTJ,MATHURA JN,20,4,Pass,183
,,,,,,,,,,,,,,,,,,,,
KSJ,Kasganj-Mathura Passenger,NER,0,0,0,0,0,0,,KASGANJ,51975,23:05:00,21:00:00,51976,MTJ,MATHURA JN,5,2,Pass,105
,,,,,,,,,,,,,,,,,,,,
MTJ,Mathura-KasGanj Passenger,NER,0,0,0,0,0,0,,MATHURA JN,51976,08:20:00,06:05:00,51975,KSJ,KASGANJ,15,2,Pass,105
,,,,,,,,,,,,,,,,,,,,
WGI,Waghai Bilimora Mix Passenger,WR,0,0,0,0,0,0,,Waghai,52002,17:35:00,14:30:00,52003,BIM,BILIMORA JN,5,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
BIM,Bilimora Waghai Mix Passenger,WR,0,0,0,0,0,0,,BILIMORA JN,52003,22:40:00,19:40:00,52004,WGI,Waghai,0,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
WGI,Waghai Bilimora Mix Passenger,WR,0,0,0,0,0,0,,Waghai,52004,09:20:00,06:00:00,52003,BIM,BILIMORA JN,20,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
BIM,Bilimora Waghai Pass,?,0,0,0,0,0,0,,BILIMORA JN,52011,13:20:00,10:20:00,52012,WGI,Waghai,0,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
WGI,Waghai Bilimora Pass,?,0,0,0,0,0,0,,Waghai,52012,17:35:00,14:30:00,52011,BIM,BILIMORA JN,5,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
BIM,Bilimora Waghai Pass,?,0,0,0,0,0,0,,BILIMORA JN,52013,22:40:00,19:40:00,52012,WGI,Waghai,0,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
WGI,Waghai Bilimora Pass,?,0,0,0,0,0,0,,Waghai,52014,09:20:00,06:00:00,52013,BIM,BILIMORA JN,20,3,Pass,63
,,,,,,,,,,,,,,,,,,,,
BH,Bharuch Kavi Passenger,?,0,0,0,0,0,0,,BHARUCH JN,52015,12:05:00,08:45:00,,KAVI,Kavi,20,3,Pass,0
,,,,,,,,,,,,,,,,,,,,
CDD,Dabhoi Miyagam Passenger,WR,0,0,0,0,0,0,,Chandod,52020,20:40:00,17:30:00,52019,MYG,MIYAGAM KARJAN,10,3,Pass,49
,,,,,,,,,,,,,,,,,,,,
MKRL,Moti Koral Miyagam Mix Passenger,WR,0,0,0,0,0,0,,Moti Koral,52021,08:50:00,07:00:00,52022,MYG,MIYAGAM KARJAN,50,1,Pass,28
,,,,,,,,,,,,,,,,,,,,
MYG,Miyagam Moti Koral Mix Passenger,WR,0,0,0,0,0,0,,MIYAGAM KARJAN,52022,19:35:00,17:10:00,52021,MKRL,Moti Koral,25,2,Pass,28
,,,,,,,,,,,,,,,,,,,,
MLSR,Malsar Dabhoi Mix Passenger,WR,0,0,0,0,0,0,,Malsar,52023,09:30:00,04:50:00,52024,DB,Dabhoi Junction,40,4,Pass,70
,,,,,,,,,,,,,,,,,,,,
DB,Dabhoi Malsar Mix Passenger,WR,0,0,0,0,0,0,,Dabhoi Junction,52024,19:50:00,13:45:00,52023,MLSR,Malsar,5,6,Pass,70
,,,,,,,,,,,,,,,,,,,,
RMR,RAMNAGAR - MORADABAD PASSENGER,NER,0,0,0,0,0,0,,RAMNAGAR,55308,13:05:00,10:45:00,55307,MB,MORADABAD,20,2,Pass,76
,,,,,,,,,,,,,,,,,,,,
RMR,RAMNAGAR - MORADABAD PASSENGER,NER,0,0,0,0,0,0,,RAMNAGAR,55310,15:55:00,13:50:00,55309,MB,MORADABAD,5,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
GWL,Gwalior Agra Fast Passenger,NCR,0,0,0,0,0,0,,GWALIOR JN,51881,21:00:00,18:05:00,51882,AGC,AGRA CANTT,55,2,Pass,118
,,,,,,,,,,,,,,,,,,,,
BINA,Bina Gwalior Passenger,NCR,0,0,0,0,0,0,,BINA JN,51883,22:25:00,11:55:00,51884,GWL,GWALIOR JN,30,10,Pass,345
,,,,,,,,,,,,,,,,,,,,
GWL,Gwalior Bina Passenger,NCR,0,0,0,0,0,0,,GWALIOR JN,51884,17:55:00,08:30:00,51883,BINA,BINA JN,25,9,Pass,345
,,,,,,,,,,,,,,,,,,,,
DB,Dabhoi Chandod Mix Passenger,WR,0,0,0,0,0,0,,Dabhoi Junction,52025,17:00:00,16:15:00,52026,CDD,Chandod,45,0,Pass,17
,,,,,,,,,,,,,,,,,,,,
CDD,Chandod Dabhoi Mix Passenger,WR,0,0,0,0,0,0,,Chandod,52026,10:00:00,09:10:00,52025,DB,Dabhoi Junction,50,0,Pass,17
,,,,,,,,,,,,,,,,,,,,
CRND,Choranda Dabhoi Mix Passenger,WR,0,0,0,0,0,0,,Choranda Junction,52027,15:25:00,13:15:00,52028,DB,Dabhoi Junction,10,2,Pass,41
,,,,,,,,,,,,,,,,,,,,
DB,Dabhoi Choranda Mix Passenger,WR,0,0,0,0,0,0,,Dabhoi Junction,52028,12:55:00,09:55:00,52027,CRND,Choranda Junction,0,3,Pass,41
,,,,,,,,,,,,,,,,,,,,
